date,order_date,ship_date,delivery_date,origin_city,destination_city,distance_km,transport_mode,carrier,product_id,supplier,demand_forecast,actual_sales,units_ordered,units_shipped,price_per_unit_INR,cost_per_unit_INR,transport_cost_INR,toll_charges_INR,gst_percent,gst_amount_INR,total_cost_INR,planned_lead_days,actual_lead_days,on_time_delivery,delay_days,damage_rate,return_rate,fuel_price_per_litre_INR,carbon_kg
2025-05-11,2025-05-11,2025-05-12,2025-05-11,Ahmedabad,Surat,260,Road,Carrier-IN-08,SKU-IN-007,Supplier-IN-04,36,35,31,29,474.59,336.09,940.81,282.39,5.0,47.04,11016.85,1,0,1,-1,0.01,0.028,102.96,9.05
2025-05-16,2025-05-14,2025-05-15,2025-05-16,Delhi,Agra,230,Road,Carrier-IN-03,SKU-IN-002,Supplier-IN-04,46,37,37,36,1147.46,890.75,1032.55,235.5,5.0,51.63,33386.68,2,2,1,0,0.012,0.021,102.84,9.94
2024-02-24,2024-02-19,2024-02-21,2024-02-24,Mumbai,Delhi,1400,Road,Carrier-IN-01,SKU-IN-012,Supplier-IN-13,48,44,49,46,249.11,178.64,7844.69,231.76,5.0,392.23,16686.12,4,5,0,1,0.014,0.012,98.02,77.28
2024-11-30,2024-11-30,2024-11-30,2024-11-30,Mumbai,Surat,280,Road,Carrier-IN-10,SKU-IN-007,Supplier-IN-03,32,26,24,22,614.13,364.92,747.59,244.75,5.0,37.38,9057.96,2,0,1,-2,0.012,0.036,97.27,7.39
2025-06-16,2025-06-15,2025-06-15,2025-06-16,Delhi,Agra,230,Rail,Carrier-IN-04,SKU-IN-019,Supplier-IN-16,35,32,30,28,1116.35,862.96,466.19,237.46,5.0,23.31,24889.84,2,1,1,-1,0.014,0.029,101.83,3.22
2025-05-31,2025-05-30,2025-05-31,2025-05-31,Bengaluru,Hyderabad,570,Road,Carrier-IN-09,SKU-IN-035,Supplier-IN-01,43,48,46,44,754.71,483.98,3121.11,299.07,5.0,156.06,24871.36,1,1,1,0,0.007,0.037,102.41,30.1
2025-03-16,2025-03-14,2025-03-16,2025-03-16,Mumbai,Delhi,1400,Road,Carrier-IN-06,SKU-IN-055,Supplier-IN-13,31,26,26,24,569.3,400.35,4190.86,263.82,5.0,209.54,14272.62,3,2,1,-1,0.015,0.02,102.88,40.32
2025-04-15,2025-04-14,2025-04-15,2025-04-15,Mumbai,Pune,150,Road,Carrier-IN-09,SKU-IN-043,Supplier-IN-10,46,52,47,44,723.07,474.52,824.71,114.05,5.0,41.24,21858.88,2,1,1,-1,0.004,0.026,103.26,7.92
2024-06-17,2024-06-17,2024-06-17,2024-06-17,Delhi,Agra,230,Road,Carrier-IN-05,SKU-IN-046,Supplier-IN-13,41,35,38,37,840.61,619.91,1034.73,217.87,5.0,51.74,24241.01,1,0,1,-1,0.009,0.046,97.65,10.21
2024-04-22,2024-04-19,2024-04-21,2024-04-22,Kochi,Bengaluru,550,Road,Carrier-IN-09,SKU-IN-044,Supplier-IN-18,38,38,40,37,862.09,566.03,2491.82,244.08,5.0,124.59,23803.6,2,3,0,1,0.007,0.021,99.08,24.42
2025-04-26,2025-04-25,2025-04-26,2025-04-26,Delhi,Agra,230,Road,Carrier-IN-03,SKU-IN-033,Supplier-IN-02,48,49,47,46,406.53,308.22,1321.65,276.48,5.0,66.08,15842.33,1,1,1,0,0.005,0.025,103.2,12.7
2024-09-26,2024-09-25,2024-09-25,2024-09-26,Delhi,Agra,230,Road,Carrier-IN-07,SKU-IN-040,Supplier-IN-12,32,39,36,34,293.76,210.55,938.73,225.01,5.0,46.94,8369.38,1,1,1,0,0.016,0.04,95.07,9.38
2024-11-24,2024-11-24,2024-11-24,2024-11-24,Mumbai,Pune,150,Road,Carrier-IN-01,SKU-IN-009,Supplier-IN-12,36,28,25,23,431.43,275.08,418.02,74.78,5.0,20.9,6840.54,1,0,1,-1,0.007,0.022,96.94,4.14
2025-08-20,2025-08-17,2025-08-19,2025-08-20,Mumbai,Pune,150,Rail,Carrier-IN-06,SKU-IN-025,Supplier-IN-04,24,17,17,15,824.83,515.34,161.06,92.73,5.0,8.05,7991.94,2,3,0,1,0.015,0.011,99.52,1.12
2024-12-19,2024-12-19,2024-12-20,2024-12-19,Chennai,Bengaluru,350,Road,Carrier-IN-01,SKU-IN-043,Supplier-IN-08,31,25,25,24,248.52,190.89,1025.09,262.55,5.0,51.25,5920.25,1,0,1,-1,0.005,0.048,98.39,10.08
2024-08-28,2024-08-28,2024-08-29,2024-08-28,Lucknow,Kanpur,90,Road,Carrier-IN-02,SKU-IN-059,Supplier-IN-03,30,30,32,31,459.42,310.88,335.17,149.12,5.0,16.76,10138.33,1,0,1,-1,0.01,0.049,95.22,3.35
2024-04-27,2024-04-25,2024-04-25,2024-04-27,Chennai,Bengaluru,350,Road,Carrier-IN-09,SKU-IN-021,Supplier-IN-02,40,36,34,33,1038.27,620.34,1414.0,277.6,5.0,70.7,22233.52,1,2,0,1,0.011,0.041,99.04,13.86
2025-03-08,2025-03-07,2025-03-09,2025-03-08,Kochi,Bengaluru,550,Road,Carrier-IN-07,SKU-IN-018,Supplier-IN-01,47,47,54,53,1164.72,733.92,3631.8,256.95,5.0,181.59,42968.1,2,1,1,-1,0.013,0.02,102.65,34.98
2025-04-25,2025-04-24,2025-04-24,2025-04-25,Kochi,Bengaluru,550,Road,Carrier-IN-06,SKU-IN-025,Supplier-IN-19,34,34,33,32,447.5,345.65,2198.7,254.96,5.0,109.94,13624.4,1,1,1,0,0.013,0.039,103.21,21.12
2024-11-26,2024-11-24,2024-11-25,2024-11-26,Kochi,Bengaluru,550,Road,Carrier-IN-08,SKU-IN-007,Supplier-IN-07,28,30,28,27,527.75,393.07,1800.27,219.02,5.0,90.01,12722.19,1,2,0,1,0.014,0.021,97.05,17.82
2025-05-23,2025-05-23,2025-05-23,2025-05-23,Ahmedabad,Surat,260,Rail,Carrier-IN-06,SKU-IN-011,Supplier-IN-20,35,31,35,34,362.17,211.57,642.5,213.52,5.0,32.12,8081.52,2,0,1,-2,0.009,0.013,102.66,4.42
2025-01-07,2025-01-07,2025-01-07,2025-01-07,Kolkata,Patna,540,Road,Carrier-IN-02,SKU-IN-054,Supplier-IN-18,37,34,33,31,495.3,347.92,2054.9,236.86,5.0,102.75,13180.03,1,0,1,-1,0.01,0.033,99.59,20.09
2024-10-21,2024-10-20,2024-10-21,2024-10-21,Bengaluru,Hyderabad,570,Road,Carrier-IN-10,SKU-IN-026,Supplier-IN-08,27,28,30,27,481.07,294.18,1851.6,217.47,5.0,92.58,10104.51,2,1,1,-1,0.012,0.036,95.52,18.47
2024-04-04,2024-04-02,2024-04-03,2024-04-04,Jaipur,Ajmer,135,Rail,Carrier-IN-02,SKU-IN-038,Supplier-IN-11,46,41,45,44,646.56,384.23,424.24,66.91,5.0,21.21,17418.48,2,2,1,0,0.014,0.026,99.06,2.97
2024-03-09,2024-03-08,2024-03-09,2024-03-09,Kochi,Bengaluru,550,Rail,Carrier-IN-08,SKU-IN-028,Supplier-IN-07,52,48,44,42,243.25,160.09,1645.62,227.07,5.0,82.28,8678.75,2,1,1,-1,0.014,0.028,98.54,11.55
2024-03-19,2024-03-18,2024-03-19,2024-03-19,Lucknow,Kanpur,90,Rail,Carrier-IN-09,SKU-IN-052,Supplier-IN-10,43,45,51,47,224.58,148.96,301.74,68.99,5.0,15.09,7386.94,2,1,1,-1,0.01,0.027,98.81,2.11
2025-07-06,2025-07-03,2025-07-03,2025-07-06,Chennai,Bengaluru,350,Road,Carrier-IN-07,SKU-IN-017,Supplier-IN-20,32,38,37,34,219.81,147.15,1471.13,219.4,5.0,73.56,6767.19,2,3,0,1,0.009,0.038,101.04,14.28
2025-04-09,2025-04-07,2025-04-07,2025-04-09,Lucknow,Kanpur,90,Rail,Carrier-IN-03,SKU-IN-057,Supplier-IN-01,55,56,59,58,964.69,670.38,380.45,46.54,5.0,19.02,39328.05,3,2,1,-1,0.005,0.037,103.24,2.61
2025-06-12,2025-06-12,2025-06-12,2025-06-12,Mumbai,Surat,280,Road,Carrier-IN-04,SKU-IN-043,Supplier-IN-15,53,49,53,50,754.03,518.62,1738.72,284.68,5.0,86.94,28041.34,1,0,1,-1,0.007,0.031,101.99,16.8
2025-10-15,2025-10-12,2025-10-13,2025-10-15,Ahmedabad,Surat,260,Rail,Carrier-IN-07,SKU-IN-060,Supplier-IN-19,37,30,29,28,902.44,569.02,521.09,251.3,5.0,26.05,16731.0,3,3,1,0,0.006,0.027,99.51,3.64
2025-10-03,2025-10-01,2025-10-01,2025-10-03,Mumbai,Pune,150,Road,Carrier-IN-06,SKU-IN-030,Supplier-IN-05,36,29,29,28,1012.47,713.31,514.79,78.61,5.0,25.74,20591.82,1,2,0,1,0.008,0.028,99.28,5.04
2024-06-03,2024-06-03,2024-06-03,2024-06-03,Jaipur,Ajmer,135,Road,Carrier-IN-05,SKU-IN-055,Supplier-IN-14,32,30,30,28,1199.87,837.7,460.77,138.25,5.0,23.04,24077.66,1,0,1,-1,0.008,0.019,98.16,4.54
2024-11-22,2024-11-18,2024-11-22,2024-11-22,Mumbai,Delhi,1400,Road,Carrier-IN-07,SKU-IN-018,Supplier-IN-10,25,25,26,24,774.55,560.57,4069.09,241.07,5.0,203.45,17967.29,4,4,1,0,0.012,0.026,96.84,40.32
2024-06-13,2024-06-13,2024-06-14,2024-06-13,Bengaluru,Hyderabad,570,Road,Carrier-IN-04,SKU-IN-026,Supplier-IN-08,39,40,45,41,619.88,437.76,2843.66,224.64,5.0,142.18,21158.64,1,0,1,-1,0.012,0.028,97.8,28.04
2024-06-02,2024-06-02,2024-06-04,2024-06-02,Pune,Nashik,160,Road,Carrier-IN-05,SKU-IN-030,Supplier-IN-16,30,26,26,24,764.24,505.5,468.17,81.76,5.0,23.41,12705.34,2,0,1,-2,0.007,0.04,98.2,4.61
2025-03-22,2025-03-22,2025-03-22,2025-03-22,Kolkata,Patna,540,Road,Carrier-IN-01,SKU-IN-013,Supplier-IN-06,49,48,48,44,173.12,103.65,2965.53,334.73,5.0,148.28,8009.14,1,0,1,-1,0.008,0.029,103.02,28.51
2024-05-19,2024-05-19,2024-05-19,2024-05-19,Mumbai,Pune,150,Road,Carrier-IN-05,SKU-IN-043,Supplier-IN-18,45,41,42,40,445.0,298.27,733.03,46.36,5.0,36.65,12746.84,1,0,1,-1,0.014,0.041,98.62,7.2
2025-10-21,2025-10-21,2025-10-21,2025-10-21,Mumbai,Pune,150,Air,Carrier-IN-08,SKU-IN-051,Supplier-IN-01,31,26,23,22,703.4,524.35,1350.82,36.87,5.0,67.54,12990.93,0,0,1,0,0.007,0.04,99.67,19.8
2024-03-26,2024-03-25,2024-03-26,2024-03-26,Chennai,Bengaluru,350,Road,Carrier-IN-02,SKU-IN-058,Supplier-IN-14,35,39,42,40,292.13,170.27,1713.18,278.39,5.0,85.66,8888.03,1,1,1,0,0.004,0.037,98.95,16.8
2024-04-02,2024-03-30,2024-03-30,2024-04-02,Kolkata,Patna,540,Rail,Carrier-IN-03,SKU-IN-016,Supplier-IN-04,47,41,46,42,353.68,274.75,1619.67,239.55,5.0,80.98,13479.7,3,3,1,0,0.009,0.035,99.04,11.34
2025-05-27,2025-05-26,2025-05-29,2025-05-27,Mumbai,Delhi,1400,Road,Carrier-IN-10,SKU-IN-050,Supplier-IN-17,57,51,53,52,176.71,125.97,9065.35,234.02,5.0,453.27,16303.08,3,1,1,-2,0.01,0.039,102.54,87.36
2025-05-23,2025-05-20,2025-05-20,2025-05-23,Mumbai,Delhi,1400,Road,Carrier-IN-02,SKU-IN-050,Supplier-IN-11,45,40,43,40,386.38,217.87,6977.38,229.16,5.0,348.87,16270.21,3,3,1,0,0.007,0.027,102.66,67.2
2025-08-21,2025-08-19,2025-08-20,2025-08-21,Jaipur,Ajmer,135,Road,Carrier-IN-04,SKU-IN-060,Supplier-IN-14,20,18,16,15,507.18,333.5,248.47,51.88,5.0,12.42,5315.27,1,2,0,1,0.009,0.034,99.5,2.43
2024-05-27,2024-05-25,2024-05-25,2024-05-27,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-029,Supplier-IN-14,44,42,41,40,705.7,502.58,6833.9,267.69,5.0,341.69,27546.48,3,2,1,-1,0.008,0.023,98.39,67.2
2025-08-26,2025-08-26,2025-08-27,2025-08-26,Mumbai,Pune,150,Road,Carrier-IN-06,SKU-IN-045,Supplier-IN-04,26,25,26,25,319.17,219.37,459.9,18.49,5.0,23.0,5985.64,1,0,1,-1,0.009,0.032,99.4,4.5
2025-07-12,2025-07-11,2025-07-12,2025-07-12,Kolkata,Patna,540,Road,Carrier-IN-04,SKU-IN-018,Supplier-IN-05,34,38,42,40,483.26,348.42,2667.17,300.55,5.0,133.36,17037.88,1,1,1,0,0.008,0.03,100.8,25.92
2025-05-01,2025-04-30,2025-05-01,2025-05-01,Jaipur,Ajmer,135,Road,Carrier-IN-05,SKU-IN-002,Supplier-IN-20,42,34,33,31,439.53,246.89,522.64,135.86,5.0,26.13,8338.22,1,1,1,0,0.009,0.032,103.14,5.02
2024-02-25,2024-02-23,2024-02-23,2024-02-25,Jaipur,Ajmer,135,Rail,Carrier-IN-04,SKU-IN-017,Supplier-IN-18,53,55,59,56,856.1,635.43,537.3,44.35,5.0,26.86,36192.59,2,2,1,0,0.008,0.023,98.06,3.78
2024-11-12,2024-11-12,2024-11-12,2024-11-12,Lucknow,Kanpur,90,Air,Carrier-IN-06,SKU-IN-058,Supplier-IN-04,30,27,29,26,552.69,312.72,942.32,104.83,5.0,47.12,9224.99,0,0,1,0,0.008,0.031,96.35,14.04
2025-03-29,2025-03-28,2025-03-29,2025-03-29,Kolkata,Patna,540,Road,Carrier-IN-07,SKU-IN-060,Supplier-IN-09,40,38,40,38,1020.41,625.01,2562.62,288.88,5.0,128.13,26730.01,1,1,1,0,0.014,0.001,103.14,24.62
2024-04-02,2024-03-30,2024-03-30,2024-04-02,Pune,Nashik,160,Road,Carrier-IN-03,SKU-IN-059,Supplier-IN-15,47,52,51,47,1156.51,758.93,920.63,92.38,5.0,46.03,36728.75,2,3,0,1,0.015,0.024,99.04,9.02
2024-11-20,2024-11-18,2024-11-19,2024-11-20,Lucknow,Kanpur,90,Road,Carrier-IN-01,SKU-IN-018,Supplier-IN-03,30,33,31,29,286.03,214.66,315.91,35.84,5.0,15.8,6592.69,1,2,0,1,0.007,0.027,96.73,3.13
2025-04-27,2025-04-26,2025-04-27,2025-04-27,Jaipur,Ajmer,135,Road,Carrier-IN-06,SKU-IN-046,Supplier-IN-14,39,31,29,28,778.02,562.9,472.17,91.52,5.0,23.61,16348.5,1,1,1,0,0.016,0.033,103.19,4.54
2024-06-13,2024-06-11,2024-06-11,2024-06-13,Jaipur,Ajmer,135,Road,Carrier-IN-02,SKU-IN-023,Supplier-IN-14,44,44,50,49,1050.49,593.19,804.91,95.2,5.0,40.25,30006.67,2,2,1,0,0.006,0.032,97.8,7.94
2025-07-14,2025-07-12,2025-07-14,2025-07-14,Jaipur,Ajmer,135,Road,Carrier-IN-01,SKU-IN-049,Supplier-IN-02,24,25,22,21,868.45,588.22,349.93,139.35,5.0,17.5,12859.4,2,2,1,0,0.014,0.035,100.72,3.4
2025-10-18,2025-10-17,2025-10-18,2025-10-18,Mumbai,Surat,280,Road,Carrier-IN-03,SKU-IN-001,Supplier-IN-13,18,16,16,14,578.26,373.44,481.17,263.03,5.0,24.06,5996.42,1,1,1,0,0.001,0.037,99.58,4.7
2025-10-05,2025-10-05,2025-10-05,2025-10-05,Bengaluru,Hyderabad,570,Road,Carrier-IN-02,SKU-IN-008,Supplier-IN-06,23,24,27,25,327.52,217.76,1746.85,256.63,5.0,87.34,7534.82,1,0,1,-1,0.002,0.036,99.31,17.1
2025-06-12,2025-06-12,2025-06-13,2025-06-12,Jaipur,Ajmer,135,Air,Carrier-IN-03,SKU-IN-055,Supplier-IN-20,29,25,28,27,1016.18,686.36,1508.96,45.78,5.0,75.45,20161.91,1,0,1,-1,0.007,0.029,101.99,21.87
2024-11-23,2024-11-21,2024-11-21,2024-11-23,Delhi,Agra,230,Road,Carrier-IN-03,SKU-IN-017,Supplier-IN-06,35,37,34,32,239.82,167.09,891.55,237.72,5.0,44.58,6520.73,2,2,1,0,0.008,0.024,96.89,8.83
2025-08-30,2025-08-27,2025-08-28,2025-08-30,Chennai,Bengaluru,350,Rail,Carrier-IN-04,SKU-IN-006,Supplier-IN-14,29,29,30,28,658.47,490.28,700.85,266.47,5.0,35.04,14730.2,2,3,0,1,0.009,0.034,99.33,4.9
2024-07-05,2024-07-05,2024-07-05,2024-07-05,Kolkata,Patna,540,Rail,Carrier-IN-10,SKU-IN-015,Supplier-IN-01,28,21,23,22,341.41,247.92,839.62,220.74,5.0,41.98,6556.58,1,0,1,-1,0.008,0.035,96.93,5.94
2025-07-25,2025-07-25,2025-07-26,2025-07-25,Lucknow,Kanpur,90,Road,Carrier-IN-04,SKU-IN-059,Supplier-IN-03,25,28,27,25,1156.02,652.78,277.17,111.36,5.0,13.86,16721.89,1,0,1,-1,0.009,0.027,100.31,2.7
2024-07-22,2024-07-19,2024-07-22,2024-07-22,Bengaluru,Hyderabad,570,Rail,Carrier-IN-03,SKU-IN-004,Supplier-IN-13,27,23,25,23,988.85,671.56,923.53,256.18,5.0,46.18,16671.77,3,3,1,0,0.004,0.006,96.27,6.56
2025-03-15,2025-03-11,2025-03-11,2025-03-15,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-024,Supplier-IN-06,45,44,48,45,540.44,387.25,3086.72,249.98,5.0,154.34,20917.29,2,4,0,2,0.006,0.037,102.86,29.7
2024-04-30,2024-04-29,2024-04-29,2024-04-30,Mumbai,Pune,150,Rail,Carrier-IN-07,SKU-IN-050,Supplier-IN-15,36,26,23,22,536.38,360.97,235.62,62.1,5.0,11.78,8250.84,3,1,1,-2,0.022,0.019,99.0,1.65
2025-05-21,2025-05-20,2025-05-23,2025-05-21,Mumbai,Delhi,1400,Road,Carrier-IN-04,SKU-IN-013,Supplier-IN-09,32,32,35,32,639.37,419.18,5583.24,258.44,5.0,279.16,19534.6,3,1,1,-2,0.008,0.043,102.71,53.76
2025-05-21,2025-05-21,2025-05-21,2025-05-21,Kolkata,Patna,540,Road,Carrier-IN-04,SKU-IN-039,Supplier-IN-07,48,43,41,39,1124.55,753.46,2624.62,225.78,5.0,131.23,32366.57,1,0,1,-1,0.011,0.038,102.71,25.27
2024-07-12,2024-07-11,2024-07-12,2024-07-12,Kolkata,Patna,540,Road,Carrier-IN-03,SKU-IN-002,Supplier-IN-10,20,19,21,19,912.06,572.19,1241.36,296.15,5.0,62.07,12471.19,1,1,1,0,0.007,0.035,96.65,12.31
2024-08-29,2024-08-28,2024-08-30,2024-08-29,Kochi,Bengaluru,550,Road,Carrier-IN-04,SKU-IN-024,Supplier-IN-19,31,28,32,29,507.93,316.66,1915.91,275.92,5.0,95.8,11470.77,2,1,1,-1,0.008,0.025,95.2,19.14
2025-10-24,2025-10-23,2025-10-25,2025-10-24,Delhi,Agra,230,Road,Carrier-IN-08,SKU-IN-009,Supplier-IN-11,24,25,25,24,1108.36,754.79,678.17,216.05,5.0,33.91,19043.09,2,1,1,-1,0.008,0.036,99.76,6.62
2025-02-11,2025-02-11,2025-02-12,2025-02-11,Lucknow,Kanpur,90,Road,Carrier-IN-07,SKU-IN-046,Supplier-IN-14,40,44,43,39,994.51,750.41,435.12,90.76,5.0,21.76,29813.63,2,0,1,-2,0.016,0.036,101.61,4.21
2025-09-03,2025-09-02,2025-09-02,2025-09-03,Bengaluru,Hyderabad,570,Road,Carrier-IN-09,SKU-IN-004,Supplier-IN-02,31,24,26,25,584.17,369.87,1746.59,276.28,5.0,87.33,11356.95,1,1,1,0,0.015,0.029,99.28,17.1
2024-08-28,2024-08-26,2024-08-27,2024-08-28,Delhi,Agra,230,Rail,Carrier-IN-10,SKU-IN-043,Supplier-IN-20,26,28,25,23,318.27,206.32,370.71,220.91,5.0,18.54,5355.52,3,2,1,-1,0.004,0.046,95.22,2.65
2024-02-16,2024-02-16,2024-02-17,2024-02-16,Mumbai,Pune,150,Road,Carrier-IN-10,SKU-IN-025,Supplier-IN-10,52,49,50,48,222.76,160.7,875.49,39.93,5.0,43.77,8672.79,1,0,1,-1,0.002,0.027,97.66,8.64
2025-01-14,2025-01-14,2025-01-14,2025-01-14,Mumbai,Surat,280,Air,Carrier-IN-09,SKU-IN-003,Supplier-IN-19,30,24,23,22,849.1,520.21,2525.85,242.73,5.0,126.29,14339.49,0,0,1,0,0.011,0.025,100.02,36.96
2024-09-23,2024-09-23,2024-09-24,2024-09-23,Mumbai,Surat,280,Road,Carrier-IN-06,SKU-IN-057,Supplier-IN-15,20,14,15,14,1091.6,741.34,470.52,258.2,5.0,23.53,11131.01,1,0,1,-1,0.013,0.039,95.05,4.7
2024-04-01,2024-03-30,2024-03-30,2024-04-01,Chennai,Bengaluru,350,Rail,Carrier-IN-07,SKU-IN-010,Supplier-IN-09,38,34,33,32,778.17,437.48,799.8,228.59,5.0,39.99,15067.74,1,2,0,1,0.012,0.028,99.03,5.6
2024-11-16,2024-11-14,2024-11-15,2024-11-16,Mumbai,Pune,150,Air,Carrier-IN-08,SKU-IN-056,Supplier-IN-09,32,29,28,26,783.16,511.88,1572.01,94.19,5.0,78.6,15053.68,1,2,0,1,0.0,0.03,96.54,23.4
2025-03-16,2025-03-13,2025-03-16,2025-03-16,Bengaluru,Hyderabad,570,Rail,Carrier-IN-05,SKU-IN-040,Supplier-IN-09,40,36,34,33,707.3,467.67,1368.58,253.35,5.0,68.43,17123.47,3,3,1,0,0.014,0.024,102.88,9.41
2024-11-16,2024-11-16,2024-11-16,2024-11-16,Kolkata,Patna,540,Rail,Carrier-IN-06,SKU-IN-048,Supplier-IN-16,23,27,26,24,891.89,566.88,914.19,283.14,5.0,45.71,14848.16,1,0,1,-1,0.016,0.041,96.54,6.48
2025-07-23,2025-07-23,2025-07-23,2025-07-23,Lucknow,Kanpur,90,Road,Carrier-IN-08,SKU-IN-004,Supplier-IN-07,35,38,39,36,599.66,425.79,399.26,80.86,5.0,19.96,15828.52,1,0,1,-1,0.011,0.037,100.38,3.89
2024-02-25,2024-02-23,2024-02-25,2024-02-25,Pune,Nashik,160,Road,Carrier-IN-08,SKU-IN-017,Supplier-IN-06,45,40,42,41,1141.74,672.58,799.24,79.37,5.0,39.96,28494.35,2,2,1,0,0.005,0.036,98.06,7.87
2025-04-23,2025-04-22,2025-04-23,2025-04-23,Kolkata,Patna,540,Road,Carrier-IN-08,SKU-IN-003,Supplier-IN-15,48,39,44,41,561.32,368.66,2765.99,226.37,5.0,138.3,18245.72,1,1,1,0,0.0,0.031,103.22,26.57
2025-07-28,2025-07-28,2025-07-29,2025-07-28,Delhi,Agra,230,Road,Carrier-IN-02,SKU-IN-055,Supplier-IN-05,42,39,39,38,495.65,319.42,1076.07,275.33,5.0,53.8,13543.16,1,0,1,-1,0.012,0.04,100.2,10.49
2024-12-23,2024-12-21,2024-12-24,2024-12-23,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-012,Supplier-IN-06,27,20,20,19,876.5,625.45,3250.09,196.21,5.0,162.5,15492.35,4,2,1,-2,0.013,0.027,98.64,31.92
2025-06-04,2025-06-04,2025-06-05,2025-06-04,Bengaluru,Hyderabad,570,Road,Carrier-IN-10,SKU-IN-014,Supplier-IN-19,42,40,45,41,205.1,140.12,2906.48,258.21,5.0,145.32,9054.93,1,0,1,-1,0.005,0.014,102.28,28.04
2025-06-22,2025-06-21,2025-06-22,2025-06-22,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-016,Supplier-IN-16,29,31,30,28,154.16,102.24,1908.98,268.3,5.0,95.45,5135.45,2,1,1,-1,0.01,0.046,101.6,18.48
2024-04-06,2024-04-06,2024-04-08,2024-04-06,Chennai,Bengaluru,350,Road,Carrier-IN-02,SKU-IN-026,Supplier-IN-12,38,37,39,36,168.52,114.11,1542.84,304.32,5.0,77.14,6032.26,2,0,1,-2,0.005,0.031,99.08,15.12
2024-04-18,2024-04-15,2024-04-15,2024-04-18,Chennai,Bengaluru,350,Road,Carrier-IN-02,SKU-IN-030,Supplier-IN-16,47,46,50,46,1055.41,663.63,1971.61,239.24,5.0,98.58,32836.41,1,3,0,2,0.001,0.036,99.1,19.32
2025-10-05,2025-10-04,2025-10-04,2025-10-05,Bengaluru,Hyderabad,570,Road,Carrier-IN-01,SKU-IN-022,Supplier-IN-02,29,34,32,31,282.19,210.91,2166.09,210.71,5.0,108.3,9023.31,2,1,1,-1,0.0,0.028,99.31,21.2
2025-09-29,2025-09-28,2025-09-29,2025-09-29,Delhi,Agra,230,Road,Carrier-IN-10,SKU-IN-009,Supplier-IN-07,31,32,31,30,862.46,638.33,845.55,198.51,5.0,42.28,20236.24,1,1,1,0,0.009,0.027,99.24,8.28
2025-10-21,2025-10-19,2025-10-19,2025-10-21,Bengaluru,Hyderabad,570,Road,Carrier-IN-01,SKU-IN-048,Supplier-IN-03,24,14,15,14,377.99,259.12,979.96,247.35,5.0,49.0,4903.99,2,2,1,0,0.006,0.012,99.67,9.58
2025-09-08,2025-09-07,2025-09-07,2025-09-08,Kolkata,Patna,540,Road,Carrier-IN-05,SKU-IN-012,Supplier-IN-08,25,21,18,17,1152.49,823.7,1124.9,253.5,5.0,56.24,15437.54,1,1,1,0,0.012,0.038,99.23,11.02
2024-04-01,2024-03-30,2024-03-30,2024-04-01,Mumbai,Pune,150,Rail,Carrier-IN-03,SKU-IN-025,Supplier-IN-13,29,18,20,19,338.38,202.53,203.52,79.38,5.0,10.18,4141.15,2,2,1,0,0.012,0.028,99.03,1.43
2025-10-24,2025-10-23,2025-10-24,2025-10-24,Lucknow,Kanpur,90,Road,Carrier-IN-05,SKU-IN-032,Supplier-IN-14,24,21,19,18,195.33,143.41,199.03,74.37,5.0,9.95,2864.73,2,1,1,-1,0.008,0.034,99.76,1.94
2024-11-13,2024-11-12,2024-11-12,2024-11-13,Lucknow,Kanpur,90,Road,Carrier-IN-06,SKU-IN-043,Supplier-IN-04,19,15,16,15,974.01,654.58,163.13,62.69,5.0,8.16,10052.68,1,1,1,0,0.008,0.024,96.39,1.62
2025-06-08,2025-06-05,2025-06-05,2025-06-08,Pune,Nashik,160,Road,Carrier-IN-07,SKU-IN-031,Supplier-IN-09,26,23,24,22,209.0,159.18,437.46,29.94,5.0,21.87,3991.23,2,3,0,1,0.014,0.024,102.13,4.22
2025-09-06,2025-09-02,2025-09-04,2025-09-06,Kolkata,Patna,540,Road,Carrier-IN-07,SKU-IN-052,Supplier-IN-12,33,28,30,29,868.35,498.53,1919.04,274.84,5.0,95.95,16747.2,2,4,0,2,0.01,0.029,99.24,18.79
2024-07-09,2024-07-07,2024-07-07,2024-07-09,Kolkata,Patna,540,Road,Carrier-IN-02,SKU-IN-003,Supplier-IN-17,37,33,33,31,698.03,536.89,2026.58,296.36,5.0,101.33,19067.86,1,2,0,1,0.011,0.041,96.77,20.09
2025-04-19,2025-04-19,2025-04-19,2025-04-19,Lucknow,Kanpur,90,Road,Carrier-IN-03,SKU-IN-060,Supplier-IN-16,55,48,44,40,444.86,344.02,449.82,91.37,5.0,22.49,14324.48,2,0,1,-2,0.008,0.035,103.25,4.32
2025-10-06,2025-10-05,2025-10-06,2025-10-06,Lucknow,Kanpur,90,Road,Carrier-IN-05,SKU-IN-030,Supplier-IN-14,22,16,18,17,223.62,136.81,187.57,43.93,5.0,9.38,2566.65,1,1,1,0,0.007,0.037,99.33,1.84
